0
0
720
0.0	2.7716385975338613
1.0	-2.771638597533861
2.0	2.771638597533862
3.0	-2.771638597533862
4.0	2.7716385975338627
5.0	-2.7716385975338604
6.0	2.7716385975338604
7.0	-2.771638597533861
8.0	2.771638597533861
9.0	-2.771638597533857
10.0	2.7716385975338613
11.0	-2.7716385975338573
12.0	2.7716385975338618
13.0	-2.7716385975338573
14.0	2.7716385975338618
15.0	-2.7716385975338578
16.0	2.771638597533862
17.0	-2.771638597533866
18.0	2.771638597533854
19.0	-2.7716385975338587
20.0	2.7716385975338547
21.0	-2.771638597533867
22.0	2.7716385975338627
23.0	-2.771638597533859
24.0	2.7716385975338715
25.0	-2.7716385975338675
26.0	2.7716385975338635
27.0	-2.771638597533876
28.0	2.771638597533872
29.0	-2.771638597533868
30.0	2.7716385975338644
31.0	-2.7716385975338764
32.0	2.7716385975338724
33.0	-2.771638597533852
34.0	2.771638597533881
35.0	-2.7716385975338604
36.0	2.771638597533857
37.0	-2.771638597533853
38.0	2.7716385975338653
39.0	-2.7716385975338613
40.0	2.7716385975338573
41.0	-2.7716385975338698
42.0	2.7716385975338493
43.0	-2.7716385975338618
44.0	2.7716385975338413
45.0	-2.7716385975338538
46.0	2.7716385975338333
47.0	-2.7716385975338462
48.0	2.7716385975338587
49.0	-2.7716385975338382
50.0	2.7716385975338507
51.0	-2.7716385975338627
52.0	2.7716385975338427
53.0	-2.771638597533855
54.0	2.7716385975338675
55.0	-2.771638597533847
56.0	2.7716385975338595
57.0	-2.771638597533872
58.0	2.7716385975338516
59.0	-2.7716385975338644
60.0	2.771638597533844
61.0	-2.7716385975338564
62.0	2.7716385975338684
63.0	-2.7716385975338484
64.0	2.7716385975338604
65.0	-2.7716385975338733
66.0	2.77163859753382
67.0	-2.7716385975338325
68.0	2.7716385975338778
69.0	-2.7716385975338245
70.0	2.771638597533837
71.0	-2.771638597533817
72.0	2.7716385975338294
73.0	-2.7716385975338413
74.0	2.7716385975338214
75.0	-2.7716385975338333
76.0	2.771638597533846
77.0	-2.771638597533826
78.0	2.7716385975338382
